"Notes"	"County"	"County Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Hamilton County, FL"	"12047"	"Heroin"	"T40.1"	Suppressed	174154	Suppressed
	"Hamilton County, FL"	"12047"	"Other opioids"	"T40.2"	Suppressed	174154	Suppressed
	"Hamilton County, FL"	"12047"	"Methadone"	"T40.3"	Suppressed	174154	Suppressed
	"Hamilton County, FL"	"12047"	"Other synthetic narcotics"	"T40.4"	Suppressed	174154	Suppressed
	"Hardee County, FL"	"12049"	"Heroin"	"T40.1"	Suppressed	330195	Suppressed
	"Hardee County, FL"	"12049"	"Other opioids"	"T40.2"	Suppressed	330195	Suppressed
	"Hardee County, FL"	"12049"	"Methadone"	"T40.3"	Suppressed	330195	Suppressed
	"Hardee County, FL"	"12049"	"Other synthetic narcotics"	"T40.4"	Suppressed	330195	Suppressed
	"Hendry County, FL"	"12051"	"Heroin"	"T40.1"	Suppressed	466377	Suppressed
	"Hendry County, FL"	"12051"	"Other opioids"	"T40.2"	19	466377	Unreliable
	"Hendry County, FL"	"12051"	"Methadone"	"T40.3"	Suppressed	466377	Suppressed
	"Hendry County, FL"	"12051"	"Other synthetic narcotics"	"T40.4"	Suppressed	466377	Suppressed
	"Hernando County, FL"	"12053"	"Heroin"	"T40.1"	14	2096093	Unreliable
	"Hernando County, FL"	"12053"	"Other opioids"	"T40.2"	99	2096093	4.7
	"Hernando County, FL"	"12053"	"Methadone"	"T40.3"	75	2096093	3.6
	"Hernando County, FL"	"12053"	"Other synthetic narcotics"	"T40.4"	27	2096093	1.3
	"Highlands County, FL"	"12055"	"Heroin"	"T40.1"	Suppressed	1190022	Suppressed
	"Highlands County, FL"	"12055"	"Other opioids"	"T40.2"	25	1190022	2.1
	"Highlands County, FL"	"12055"	"Methadone"	"T40.3"	Suppressed	1190022	Suppressed
	"Highlands County, FL"	"12055"	"Other synthetic narcotics"	"T40.4"	Suppressed	1190022	Suppressed
	"Hillsborough County, FL"	"12057"	"Heroin"	"T40.1"	192	15283812	1.3
	"Hillsborough County, FL"	"12057"	"Other opioids"	"T40.2"	1261	15283812	8.3
	"Hillsborough County, FL"	"12057"	"Methadone"	"T40.3"	613	15283812	4.0
	"Hillsborough County, FL"	"12057"	"Other synthetic narcotics"	"T40.4"	273	15283812	1.8
	"Holmes County, FL"	"12059"	"Heroin"	"T40.1"	Suppressed	237443	Suppressed
	"Holmes County, FL"	"12059"	"Other opioids"	"T40.2"	13	237443	Unreliable
	"Holmes County, FL"	"12059"	"Methadone"	"T40.3"	Suppressed	237443	Suppressed
	"Holmes County, FL"	"12059"	"Other synthetic narcotics"	"T40.4"	10	237443	Unreliable
	"Indian River County, FL"	"12061"	"Heroin"	"T40.1"	10	1697423	Unreliable
	"Indian River County, FL"	"12061"	"Other opioids"	"T40.2"	81	1697423	4.8
	"Indian River County, FL"	"12061"	"Methadone"	"T40.3"	26	1697423	1.5
	"Indian River County, FL"	"12061"	"Other synthetic narcotics"	"T40.4"	19	1697423	Unreliable
	"Jackson County, FL"	"12063"	"Heroin"	"T40.1"	Suppressed	587856	Suppressed
	"Jackson County, FL"	"12063"	"Other opioids"	"T40.2"	17	587856	Unreliable
	"Jackson County, FL"	"12063"	"Methadone"	"T40.3"	Suppressed	587856	Suppressed
	"Jackson County, FL"	"12063"	"Other synthetic narcotics"	"T40.4"	Suppressed	587856	Suppressed
	"Jefferson County, FL"	"12065"	"Heroin"	"T40.1"	Suppressed	172204	Suppressed
	"Jefferson County, FL"	"12065"	"Other opioids"	"T40.2"	Suppressed	172204	Suppressed
	"Jefferson County, FL"	"12065"	"Methadone"	"T40.3"	Suppressed	172204	Suppressed
	"Jefferson County, FL"	"12065"	"Other synthetic narcotics"	"T40.4"	Suppressed	172204	Suppressed
	"Lafayette County, FL"	"12067"	"Heroin"	"T40.1"	Suppressed	103669	Suppressed
	"Lafayette County, FL"	"12067"	"Other opioids"	"T40.2"	Suppressed	103669	Suppressed
	"Lafayette County, FL"	"12067"	"Methadone"	"T40.3"	Suppressed	103669	Suppressed
	"Lafayette County, FL"	"12067"	"Other synthetic narcotics"	"T40.4"	Suppressed	103669	Suppressed
	"Lake County, FL"	"12069"	"Heroin"	"T40.1"	25	3692672	0.7
	"Lake County, FL"	"12069"	"Other opioids"	"T40.2"	83	3692672	2.2
	"Lake County, FL"	"12069"	"Methadone"	"T40.3"	41	3692672	1.1
	"Lake County, FL"	"12069"	"Other synthetic narcotics"	"T40.4"	48	3692672	1.3
	"Lee County, FL"	"12071"	"Heroin"	"T40.1"	158	7810222	2.0
	"Lee County, FL"	"12071"	"Other opioids"	"T40.2"	495	7810222	6.3
	"Lee County, FL"	"12071"	"Methadone"	"T40.3"	193	7810222	2.5
	"Lee County, FL"	"12071"	"Other synthetic narcotics"	"T40.4"	289	7810222	3.7
	"Leon County, FL"	"12073"	"Heroin"	"T40.1"	Suppressed	3343434	Suppressed
	"Leon County, FL"	"12073"	"Other opioids"	"T40.2"	56	3343434	1.7
	"Leon County, FL"	"12073"	"Methadone"	"T40.3"	24	3343434	0.7
	"Leon County, FL"	"12073"	"Other synthetic narcotics"	"T40.4"	24	3343434	0.7
	"Levy County, FL"	"12075"	"Heroin"	"T40.1"	Suppressed	481727	Suppressed
	"Levy County, FL"	"12075"	"Other opioids"	"T40.2"	28	481727	5.8
	"Levy County, FL"	"12075"	"Methadone"	"T40.3"	18	481727	Unreliable
	"Levy County, FL"	"12075"	"Other synthetic narcotics"	"T40.4"	Suppressed	481727	Suppressed
	"Liberty County, FL"	"12077"	"Heroin"	"T40.1"	Suppressed	99233	Suppressed
	"Liberty County, FL"	"12077"	"Other opioids"	"T40.2"	Suppressed	99233	Suppressed
	"Liberty County, FL"	"12077"	"Methadone"	"T40.3"	Suppressed	99233	Suppressed
	"Liberty County, FL"	"12077"	"Other synthetic narcotics"	"T40.4"	Suppressed	99233	Suppressed
	"Madison County, FL"	"12079"	"Heroin"	"T40.1"	Suppressed	226870	Suppressed
	"Madison County, FL"	"12079"	"Other opioids"	"T40.2"	Suppressed	226870	Suppressed
	"Madison County, FL"	"12079"	"Methadone"	"T40.3"	Suppressed	226870	Suppressed
	"Madison County, FL"	"12079"	"Other synthetic narcotics"	"T40.4"	Suppressed	226870	Suppressed
	"Manatee County, FL"	"12081"	"Heroin"	"T40.1"	133	4072208	3.3
	"Manatee County, FL"	"12081"	"Other opioids"	"T40.2"	373	4072208	9.2
	"Manatee County, FL"	"12081"	"Methadone"	"T40.3"	159	4072208	3.9
	"Manatee County, FL"	"12081"	"Other synthetic narcotics"	"T40.4"	354	4072208	8.7
	"Marion County, FL"	"12083"	"Heroin"	"T40.1"	38	4024984	0.9
	"Marion County, FL"	"12083"	"Other opioids"	"T40.2"	144	4024984	3.6
	"Marion County, FL"	"12083"	"Methadone"	"T40.3"	85	4024984	2.1
	"Marion County, FL"	"12083"	"Other synthetic narcotics"	"T40.4"	82	4024984	2.0
	"Martin County, FL"	"12085"	"Heroin"	"T40.1"	15	1797411	Unreliable
	"Martin County, FL"	"12085"	"Other opioids"	"T40.2"	75	1797411	4.2
	"Martin County, FL"	"12085"	"Methadone"	"T40.3"	25	1797411	1.4
	"Martin County, FL"	"12085"	"Other synthetic narcotics"	"T40.4"	39	1797411	2.2
	"Miami-Dade County, FL"	"12086"	"Heroin"	"T40.1"	432	30801636	1.4
	"Miami-Dade County, FL"	"12086"	"Other opioids"	"T40.2"	568	30801636	1.8
	"Miami-Dade County, FL"	"12086"	"Methadone"	"T40.3"	99	30801636	0.3
	"Miami-Dade County, FL"	"12086"	"Other synthetic narcotics"	"T40.4"	585	30801636	1.9
	"Monroe County, FL"	"12087"	"Heroin"	"T40.1"	Suppressed	900887	Suppressed
	"Monroe County, FL"	"12087"	"Other opioids"	"T40.2"	44	900887	4.9
	"Monroe County, FL"	"12087"	"Methadone"	"T40.3"	16	900887	Unreliable
	"Monroe County, FL"	"12087"	"Other synthetic narcotics"	"T40.4"	28	900887	3.1
	"Nassau County, FL"	"12089"	"Heroin"	"T40.1"	14	898274	Unreliable
	"Nassau County, FL"	"12089"	"Other opioids"	"T40.2"	59	898274	6.6
	"Nassau County, FL"	"12089"	"Methadone"	"T40.3"	24	898274	2.7
	"Nassau County, FL"	"12089"	"Other synthetic narcotics"	"T40.4"	40	898274	4.5
	"Okaloosa County, FL"	"12091"	"Heroin"	"T40.1"	38	2277167	1.7
	"Okaloosa County, FL"	"12091"	"Other opioids"	"T40.2"	102	2277167	4.5
	"Okaloosa County, FL"	"12091"	"Methadone"	"T40.3"	65	2277167	2.9
	"Okaloosa County, FL"	"12091"	"Other synthetic narcotics"	"T40.4"	65	2277167	2.9
	"Okeechobee County, FL"	"12093"	"Heroin"	"T40.1"	Suppressed	478845	Suppressed
	"Okeechobee County, FL"	"12093"	"Other opioids"	"T40.2"	35	478845	7.3
	"Okeechobee County, FL"	"12093"	"Methadone"	"T40.3"	13	478845	Unreliable
	"Okeechobee County, FL"	"12093"	"Other synthetic narcotics"	"T40.4"	12	478845	Unreliable
	"Orange County, FL"	"12095"	"Heroin"	"T40.1"	302	14378001	2.1
	"Orange County, FL"	"12095"	"Other opioids"	"T40.2"	710	14378001	4.9
	"Orange County, FL"	"12095"	"Methadone"	"T40.3"	232	14378001	1.6
	"Orange County, FL"	"12095"	"Other synthetic narcotics"	"T40.4"	370	14378001	2.6
	"Osceola County, FL"	"12097"	"Heroin"	"T40.1"	97	3475983	2.8
	"Osceola County, FL"	"12097"	"Other opioids"	"T40.2"	153	3475983	4.4
	"Osceola County, FL"	"12097"	"Methadone"	"T40.3"	53	3475983	1.5
	"Osceola County, FL"	"12097"	"Other synthetic narcotics"	"T40.4"	76	3475983	2.2
	"Palm Beach County, FL"	"12099"	"Heroin"	"T40.1"	303	16292880	1.9
	"Palm Beach County, FL"	"12099"	"Other opioids"	"T40.2"	557	16292880	3.4
	"Palm Beach County, FL"	"12099"	"Methadone"	"T40.3"	207	16292880	1.3
	"Palm Beach County, FL"	"12099"	"Other synthetic narcotics"	"T40.4"	638	16292880	3.9
	"Pasco County, FL"	"12101"	"Heroin"	"T40.1"	28	5715326	0.5
	"Pasco County, FL"	"12101"	"Other opioids"	"T40.2"	337	5715326	5.9
	"Pasco County, FL"	"12101"	"Methadone"	"T40.3"	165	5715326	2.9
	"Pasco County, FL"	"12101"	"Other synthetic narcotics"	"T40.4"	86	5715326	1.5
	"Pinellas County, FL"	"12103"	"Heroin"	"T40.1"	51	11178193	0.5
	"Pinellas County, FL"	"12103"	"Other opioids"	"T40.2"	508	11178193	4.5
	"Pinellas County, FL"	"12103"	"Methadone"	"T40.3"	196	11178193	1.8
	"Pinellas County, FL"	"12103"	"Other synthetic narcotics"	"T40.4"	150	11178193	1.3
	"Polk County, FL"	"12105"	"Heroin"	"T40.1"	34	7435906	0.5
	"Polk County, FL"	"12105"	"Other opioids"	"T40.2"	126	7435906	1.7
	"Polk County, FL"	"12105"	"Methadone"	"T40.3"	56	7435906	0.8
	"Polk County, FL"	"12105"	"Other synthetic narcotics"	"T40.4"	87	7435906	1.2
	"Putnam County, FL"	"12107"	"Heroin"	"T40.1"	Suppressed	883467	Suppressed
	"Putnam County, FL"	"12107"	"Other opioids"	"T40.2"	46	883467	5.2
	"Putnam County, FL"	"12107"	"Methadone"	"T40.3"	24	883467	2.7
	"Putnam County, FL"	"12107"	"Other synthetic narcotics"	"T40.4"	15	883467	Unreliable
	"St. Johns County, FL"	"12109"	"Heroin"	"T40.1"	23	2432954	0.9
	"St. Johns County, FL"	"12109"	"Other opioids"	"T40.2"	95	2432954	3.9
	"St. Johns County, FL"	"12109"	"Methadone"	"T40.3"	45	2432954	1.8
	"St. Johns County, FL"	"12109"	"Other synthetic narcotics"	"T40.4"	57	2432954	2.3
	"St. Lucie County, FL"	"12111"	"Heroin"	"T40.1"	30	3408076	0.9
	"St. Lucie County, FL"	"12111"	"Other opioids"	"T40.2"	139	3408076	4.1
	"St. Lucie County, FL"	"12111"	"Methadone"	"T40.3"	49	3408076	1.4
	"St. Lucie County, FL"	"12111"	"Other synthetic narcotics"	"T40.4"	69	3408076	2.0
	"Santa Rosa County, FL"	"12113"	"Heroin"	"T40.1"	14	1887538	Unreliable
	"Santa Rosa County, FL"	"12113"	"Other opioids"	"T40.2"	78	1887538	4.1
	"Santa Rosa County, FL"	"12113"	"Methadone"	"T40.3"	94	1887538	5.0
	"Santa Rosa County, FL"	"12113"	"Other synthetic narcotics"	"T40.4"	29	1887538	1.5
	"Sarasota County, FL"	"12115"	"Heroin"	"T40.1"	72	4673562	1.5
	"Sarasota County, FL"	"12115"	"Other opioids"	"T40.2"	394	4673562	8.4
	"Sarasota County, FL"	"12115"	"Methadone"	"T40.3"	218	4673562	4.7
	"Sarasota County, FL"	"12115"	"Other synthetic narcotics"	"T40.4"	187	4673562	4.0
	"Seminole County, FL"	"12117"	"Heroin"	"T40.1"	120	5187607	2.3
	"Seminole County, FL"	"12117"	"Other opioids"	"T40.2"	336	5187607	6.5
	"Seminole County, FL"	"12117"	"Methadone"	"T40.3"	100	5187607	1.9
	"Seminole County, FL"	"12117"	"Other synthetic narcotics"	"T40.4"	180	5187607	3.5
	"Sumter County, FL"	"12119"	"Heroin"	"T40.1"	Suppressed	1217633	Suppressed
	"Sumter County, FL"	"12119"	"Other opioids"	"T40.2"	22	1217633	1.8
	"Sumter County, FL"	"12119"	"Methadone"	"T40.3"	10	1217633	Unreliable
	"Sumter County, FL"	"12119"	"Other synthetic narcotics"	"T40.4"	Suppressed	1217633	Suppressed
	"Suwannee County, FL"	"12121"	"Heroin"	"T40.1"	Suppressed	508558	Suppressed
	"Suwannee County, FL"	"12121"	"Other opioids"	"T40.2"	19	508558	Unreliable
	"Suwannee County, FL"	"12121"	"Methadone"	"T40.3"	15	508558	Unreliable
	"Suwannee County, FL"	"12121"	"Other synthetic narcotics"	"T40.4"	Suppressed	508558	Suppressed
	"Taylor County, FL"	"12123"	"Heroin"	"T40.1"	Suppressed	267381	Suppressed
	"Taylor County, FL"	"12123"	"Other opioids"	"T40.2"	10	267381	Unreliable
	"Taylor County, FL"	"12123"	"Methadone"	"T40.3"	Suppressed	267381	Suppressed
	"Taylor County, FL"	"12123"	"Other synthetic narcotics"	"T40.4"	Suppressed	267381	Suppressed
	"Union County, FL"	"12125"	"Heroin"	"T40.1"	Suppressed	183704	Suppressed
	"Union County, FL"	"12125"	"Other opioids"	"T40.2"	Suppressed	183704	Suppressed
	"Union County, FL"	"12125"	"Methadone"	"T40.3"	Suppressed	183704	Suppressed
	"Union County, FL"	"12125"	"Other synthetic narcotics"	"T40.4"	Suppressed	183704	Suppressed
	"Volusia County, FL"	"12127"	"Heroin"	"T40.1"	100	6066358	1.6
	"Volusia County, FL"	"12127"	"Other opioids"	"T40.2"	584	6066358	9.6
	"Volusia County, FL"	"12127"	"Methadone"	"T40.3"	182	6066358	3.0
	"Volusia County, FL"	"12127"	"Other synthetic narcotics"	"T40.4"	193	6066358	3.2
	"Wakulla County, FL"	"12129"	"Heroin"	"T40.1"	Suppressed	366589	Suppressed
	"Wakulla County, FL"	"12129"	"Other opioids"	"T40.2"	15	366589	Unreliable
	"Wakulla County, FL"	"12129"	"Methadone"	"T40.3"	Suppressed	366589	Suppressed
	"Wakulla County, FL"	"12129"	"Other synthetic narcotics"	"T40.4"	Suppressed	366589	Suppressed
	"Walton County, FL"	"12131"	"Heroin"	"T40.1"	10	699125	Unreliable
	"Walton County, FL"	"12131"	"Other opioids"	"T40.2"	30	699125	4.3
	"Walton County, FL"	"12131"	"Methadone"	"T40.3"	30	699125	4.3
	"Walton County, FL"	"12131"	"Other synthetic narcotics"	"T40.4"	10	699125	Unreliable
	"Washington County, FL"	"12133"	"Heroin"	"T40.1"	Suppressed	293349	Suppressed
	"Washington County, FL"	"12133"	"Other opioids"	"T40.2"	16	293349	Unreliable
	"Washington County, FL"	"12133"	"Methadone"	"T40.3"	12	293349	Unreliable
	"Washington County, FL"	"12133"	"Other synthetic narcotics"	"T40.4"	Suppressed	293349	Suppressed
	"Appling County, GA"	"13001"	"Heroin"	"T40.1"	Suppressed	219394	Suppressed
	"Appling County, GA"	"13001"	"Other opioids"	"T40.2"	Suppressed	219394	Suppressed
	"Appling County, GA"	"13001"	"Methadone"	"T40.3"	Suppressed	219394	Suppressed
	"Appling County, GA"	"13001"	"Other synthetic narcotics"	"T40.4"	Suppressed	219394	Suppressed
	"Atkinson County, GA"	"13003"	"Heroin"	"T40.1"	Suppressed	99893	Suppressed
	"Atkinson County, GA"	"13003"	"Other opioids"	"T40.2"	Suppressed	99893	Suppressed
	"Atkinson County, GA"	"13003"	"Methadone"	"T40.3"	Suppressed	99893	Suppressed
	"Atkinson County, GA"	"13003"	"Other synthetic narcotics"	"T40.4"	Suppressed	99893	Suppressed
	"Bacon County, GA"	"13005"	"Heroin"	"T40.1"	Suppressed	133755	Suppressed
	"Bacon County, GA"	"13005"	"Other opioids"	"T40.2"	Suppressed	133755	Suppressed
	"Bacon County, GA"	"13005"	"Methadone"	"T40.3"	Suppressed	133755	Suppressed
	"Bacon County, GA"	"13005"	"Other synthetic narcotics"	"T40.4"	Suppressed	133755	Suppressed
	"Baker County, GA"	"13007"	"Heroin"	"T40.1"	Suppressed	40899	Suppressed
	"Baker County, GA"	"13007"	"Other opioids"	"T40.2"	Suppressed	40899	Suppressed
	"Baker County, GA"	"13007"	"Methadone"	"T40.3"	Suppressed	40899	Suppressed
	"Baker County, GA"	"13007"	"Other synthetic narcotics"	"T40.4"	Suppressed	40899	Suppressed
	"Baldwin County, GA"	"13009"	"Heroin"	"T40.1"	Suppressed	552752	Suppressed
	"Baldwin County, GA"	"13009"	"Other opioids"	"T40.2"	Suppressed	552752	Suppressed
	"Baldwin County, GA"	"13009"	"Methadone"	"T40.3"	Suppressed	552752	Suppressed
	"Baldwin County, GA"	"13009"	"Other synthetic narcotics"	"T40.4"	Suppressed	552752	Suppressed
	"Banks County, GA"	"13011"	"Heroin"	"T40.1"	Suppressed	217985	Suppressed
	"Banks County, GA"	"13011"	"Other opioids"	"T40.2"	15	217985	Unreliable
	"Banks County, GA"	"13011"	"Methadone"	"T40.3"	11	217985	Unreliable
	"Banks County, GA"	"13011"	"Other synthetic narcotics"	"T40.4"	Suppressed	217985	Suppressed
	"Barrow County, GA"	"13013"	"Heroin"	"T40.1"	12	847763	Unreliable
	"Barrow County, GA"	"13013"	"Other opioids"	"T40.2"	41	847763	4.8
	"Barrow County, GA"	"13013"	"Methadone"	"T40.3"	26	847763	3.1
	"Barrow County, GA"	"13013"	"Other synthetic narcotics"	"T40.4"	Suppressed	847763	Suppressed
	"Bartow County, GA"	"13015"	"Heroin"	"T40.1"	Suppressed	1202775	Suppressed
	"Bartow County, GA"	"13015"	"Other opioids"	"T40.2"	75	1202775	6.2
	"Bartow County, GA"	"13015"	"Methadone"	"T40.3"	22	1202775	1.8
	"Bartow County, GA"	"13015"	"Other synthetic narcotics"	"T40.4"	28	1202775	2.3
	"Ben Hill County, GA"	"13017"	"Heroin"	"T40.1"	Suppressed	209966	Suppressed
	"Ben Hill County, GA"	"13017"	"Other opioids"	"T40.2"	Suppressed	209966	Suppressed
	"Ben Hill County, GA"	"13017"	"Methadone"	"T40.3"	Suppressed	209966	Suppressed
	"Ben Hill County, GA"	"13017"	"Other synthetic narcotics"	"T40.4"	Suppressed	209966	Suppressed
	"Berrien County, GA"	"13019"	"Heroin"	"T40.1"	Suppressed	226825	Suppressed
	"Berrien County, GA"	"13019"	"Other opioids"	"T40.2"	Suppressed	226825	Suppressed
	"Berrien County, GA"	"13019"	"Methadone"	"T40.3"	Suppressed	226825	Suppressed
	"Berrien County, GA"	"13019"	"Other synthetic narcotics"	"T40.4"	Suppressed	226825	Suppressed
	"Bibb County, GA"	"13021"	"Heroin"	"T40.1"	13	1854745	Unreliable
	"Bibb County, GA"	"13021"	"Other opioids"	"T40.2"	50	1854745	2.7
	"Bibb County, GA"	"13021"	"Methadone"	"T40.3"	13	1854745	Unreliable
	"Bibb County, GA"	"13021"	"Other synthetic narcotics"	"T40.4"	19	1854745	Unreliable
	"Bleckley County, GA"	"13023"	"Heroin"	"T40.1"	Suppressed	154463	Suppressed
	"Bleckley County, GA"	"13023"	"Other opioids"	"T40.2"	Suppressed	154463	Suppressed
	"Bleckley County, GA"	"13023"	"Methadone"	"T40.3"	Suppressed	154463	Suppressed
	"Bleckley County, GA"	"13023"	"Other synthetic narcotics"	"T40.4"	Suppressed	154463	Suppressed
	"Brantley County, GA"	"13025"	"Heroin"	"T40.1"	Suppressed	217430	Suppressed
	"Brantley County, GA"	"13025"	"Other opioids"	"T40.2"	16	217430	Unreliable
	"Brantley County, GA"	"13025"	"Methadone"	"T40.3"	Suppressed	217430	Suppressed
	"Brantley County, GA"	"13025"	"Other synthetic narcotics"	"T40.4"	Suppressed	217430	Suppressed
	"Brooks County, GA"	"13027"	"Heroin"	"T40.1"	Suppressed	190893	Suppressed
	"Brooks County, GA"	"13027"	"Other opioids"	"T40.2"	Suppressed	190893	Suppressed
	"Brooks County, GA"	"13027"	"Methadone"	"T40.3"	Suppressed	190893	Suppressed
	"Brooks County, GA"	"13027"	"Other synthetic narcotics"	"T40.4"	Suppressed	190893	Suppressed
	"Bryan County, GA"	"13029"	"Heroin"	"T40.1"	Suppressed	384127	Suppressed
	"Bryan County, GA"	"13029"	"Other opioids"	"T40.2"	Suppressed	384127	Suppressed
	"Bryan County, GA"	"13029"	"Methadone"	"T40.3"	Suppressed	384127	Suppressed
	"Bryan County, GA"	"13029"	"Other synthetic narcotics"	"T40.4"	Suppressed	384127	Suppressed
	"Bulloch County, GA"	"13031"	"Heroin"	"T40.1"	Suppressed	848377	Suppressed
	"Bulloch County, GA"	"13031"	"Other opioids"	"T40.2"	13	848377	Unreliable
	"Bulloch County, GA"	"13031"	"Methadone"	"T40.3"	Suppressed	848377	Suppressed
	"Bulloch County, GA"	"13031"	"Other synthetic narcotics"	"T40.4"	Suppressed	848377	Suppressed
	"Burke County, GA"	"13033"	"Heroin"	"T40.1"	Suppressed	275580	Suppressed
	"Burke County, GA"	"13033"	"Other opioids"	"T40.2"	Suppressed	275580	Suppressed
	"Burke County, GA"	"13033"	"Methadone"	"T40.3"	Suppressed	275580	Suppressed
	"Burke County, GA"	"13033"	"Other synthetic narcotics"	"T40.4"	Suppressed	275580	Suppressed
	"Butts County, GA"	"13035"	"Heroin"	"T40.1"	Suppressed	282210	Suppressed
	"Butts County, GA"	"13035"	"Other opioids"	"T40.2"	19	282210	Unreliable
	"Butts County, GA"	"13035"	"Methadone"	"T40.3"	12	282210	Unreliable
	"Butts County, GA"	"13035"	"Other synthetic narcotics"	"T40.4"	Suppressed	282210	Suppressed
	"Calhoun County, GA"	"13037"	"Heroin"	"T40.1"	Suppressed	77927	Suppressed
	"Calhoun County, GA"	"13037"	"Other opioids"	"T40.2"	Suppressed	77927	Suppressed
	"Calhoun County, GA"	"13037"	"Methadone"	"T40.3"	Suppressed	77927	Suppressed
	"Calhoun County, GA"	"13037"	"Other synthetic narcotics"	"T40.4"	Suppressed	77927	Suppressed
	"Camden County, GA"	"13039"	"Heroin"	"T40.1"	Suppressed	609752	Suppressed
	"Camden County, GA"	"13039"	"Other opioids"	"T40.2"	14	609752	Unreliable
	"Camden County, GA"	"13039"	"Methadone"	"T40.3"	10	609752	Unreliable
	"Camden County, GA"	"13039"	"Other synthetic narcotics"	"T40.4"	Suppressed	609752	Suppressed
	"Candler County, GA"	"13043"	"Heroin"	"T40.1"	Suppressed	130354	Suppressed
	"Candler County, GA"	"13043"	"Other opioids"	"T40.2"	Suppressed	130354	Suppressed
	"Candler County, GA"	"13043"	"Methadone"	"T40.3"	Suppressed	130354	Suppressed
	"Candler County, GA"	"13043"	"Other synthetic narcotics"	"T40.4"	Suppressed	130354	Suppressed
	"Carroll County, GA"	"13045"	"Heroin"	"T40.1"	Suppressed	1343807	Suppressed
	"Carroll County, GA"	"13045"	"Other opioids"	"T40.2"	107	1343807	8.0
	"Carroll County, GA"	"13045"	"Methadone"	"T40.3"	45	1343807	3.3
	"Carroll County, GA"	"13045"	"Other synthetic narcotics"	"T40.4"	30	1343807	2.2
	"Catoosa County, GA"	"13047"	"Heroin"	"T40.1"	Suppressed	774227	Suppressed
	"Catoosa County, GA"	"13047"	"Other opioids"	"T40.2"	49	774227	6.3
	"Catoosa County, GA"	"13047"	"Methadone"	"T40.3"	29	774227	3.7
	"Catoosa County, GA"	"13047"	"Other synthetic narcotics"	"T40.4"	15	774227	Unreliable
	"Charlton County, GA"	"13049"	"Heroin"	"T40.1"	Suppressed	152631	Suppressed
	"Charlton County, GA"	"13049"	"Other opioids"	"T40.2"	Suppressed	152631	Suppressed
	"Charlton County, GA"	"13049"	"Methadone"	"T40.3"	Suppressed	152631	Suppressed
	"Charlton County, GA"	"13049"	"Other synthetic narcotics"	"T40.4"	Suppressed	152631	Suppressed
	"Chatham County, GA"	"13051"	"Heroin"	"T40.1"	16	3257726	Unreliable
	"Chatham County, GA"	"13051"	"Other opioids"	"T40.2"	95	3257726	2.9
	"Chatham County, GA"	"13051"	"Methadone"	"T40.3"	20	3257726	0.6
	"Chatham County, GA"	"13051"	"Other synthetic narcotics"	"T40.4"	44	3257726	1.4
