county,state,county-code,multiple-cause-of-death,multiple-cause-of-death-code,deaths,population,crude-rate
Whiteside County,Illinois,17195,Other opioids,T40.2,19,694201,Unreliable
Whiteside County,Illinois,17195,Methadone,T40.3,Suppressed,694201,Suppressed
Whiteside County,Illinois,17195,Other synthetic narcotics,T40.4,13,694201,Unreliable
Will County,Illinois,17197,Heroin,T40.1,337,8140513,4.1
Will County,Illinois,17197,Other opioids,T40.2,122,8140513,1.5
Will County,Illinois,17197,Methadone,T40.3,44,8140513,0.5
Will County,Illinois,17197,Other synthetic narcotics,T40.4,188,8140513,2.3
Williamson County,Illinois,17199,Heroin,T40.1,18,797467,Unreliable
Williamson County,Illinois,17199,Other opioids,T40.2,18,797467,Unreliable
Williamson County,Illinois,17199,Methadone,T40.3,Suppressed,797467,Suppressed
Williamson County,Illinois,17199,Other synthetic narcotics,T40.4,17,797467,Unreliable
Winnebago County,Illinois,17201,Heroin,T40.1,325,3492999,9.3
Winnebago County,Illinois,17201,Other opioids,T40.2,108,3492999,3.1
Winnebago County,Illinois,17201,Methadone,T40.3,12,3492999,Unreliable
Winnebago County,Illinois,17201,Other synthetic narcotics,T40.4,113,3492999,3.2
Woodford County,Illinois,17203,Heroin,T40.1,Suppressed,464522,Suppressed
Woodford County,Illinois,17203,Other opioids,T40.2,12,464522,Unreliable
Woodford County,Illinois,17203,Methadone,T40.3,Suppressed,464522,Suppressed
Woodford County,Illinois,17203,Other synthetic narcotics,T40.4,Suppressed,464522,Suppressed
Adams County,Indiana,18001,Heroin,T40.1,Suppressed,414644,Suppressed
Adams County,Indiana,18001,Other opioids,T40.2,Suppressed,414644,Suppressed
Adams County,Indiana,18001,Methadone,T40.3,Suppressed,414644,Suppressed
Adams County,Indiana,18001,Other synthetic narcotics,T40.4,Suppressed,414644,Suppressed
Allen County,Indiana,18003,Heroin,T40.1,15,4315536,Unreliable
Allen County,Indiana,18003,Other opioids,T40.2,37,4315536,0.9
Allen County,Indiana,18003,Methadone,T40.3,18,4315536,Unreliable
Allen County,Indiana,18003,Other synthetic narcotics,T40.4,61,4315536,1.4
Bartholomew County,Indiana,18005,Heroin,T40.1,Suppressed,940620,Suppressed
Bartholomew County,Indiana,18005,Other opioids,T40.2,11,940620,Unreliable
Bartholomew County,Indiana,18005,Methadone,T40.3,Suppressed,940620,Suppressed
Bartholomew County,Indiana,18005,Other synthetic narcotics,T40.4,13,940620,Unreliable
Benton County,Indiana,18007,Heroin,T40.1,Suppressed,105134,Suppressed
Benton County,Indiana,18007,Other opioids,T40.2,Suppressed,105134,Suppressed
Benton County,Indiana,18007,Methadone,T40.3,Suppressed,105134,Suppressed
Benton County,Indiana,18007,Other synthetic narcotics,T40.4,Suppressed,105134,Suppressed
Blackford County,Indiana,18009,Heroin,T40.1,Suppressed,151221,Suppressed
Blackford County,Indiana,18009,Other opioids,T40.2,22,151221,14.5
Blackford County,Indiana,18009,Methadone,T40.3,Suppressed,151221,Suppressed
Blackford County,Indiana,18009,Other synthetic narcotics,T40.4,10,151221,Unreliable
Boone County,Indiana,18011,Heroin,T40.1,17,706420,Unreliable
Boone County,Indiana,18011,Other opioids,T40.2,17,706420,Unreliable
Boone County,Indiana,18011,Methadone,T40.3,Suppressed,706420,Suppressed
Boone County,Indiana,18011,Other synthetic narcotics,T40.4,17,706420,Unreliable
Brown County,Indiana,18013,Heroin,T40.1,Suppressed,181471,Suppressed
Brown County,Indiana,18013,Other opioids,T40.2,Suppressed,181471,Suppressed
Brown County,Indiana,18013,Methadone,T40.3,Suppressed,181471,Suppressed
Brown County,Indiana,18013,Other synthetic narcotics,T40.4,Suppressed,181471,Suppressed
Carroll County,Indiana,18015,Heroin,T40.1,Suppressed,240669,Suppressed
Carroll County,Indiana,18015,Other opioids,T40.2,Suppressed,240669,Suppressed
Carroll County,Indiana,18015,Methadone,T40.3,Suppressed,240669,Suppressed
Carroll County,Indiana,18015,Other synthetic narcotics,T40.4,Suppressed,240669,Suppressed
Cass County,Indiana,18017,Heroin,T40.1,Suppressed,463521,Suppressed
Cass County,Indiana,18017,Other opioids,T40.2,Suppressed,463521,Suppressed
Cass County,Indiana,18017,Methadone,T40.3,Suppressed,463521,Suppressed
Cass County,Indiana,18017,Other synthetic narcotics,T40.4,Suppressed,463521,Suppressed
Clark County,Indiana,18019,Heroin,T40.1,32,1335621,2.4
Clark County,Indiana,18019,Other opioids,T40.2,49,1335621,3.7
Clark County,Indiana,18019,Methadone,T40.3,10,1335621,Unreliable
Clark County,Indiana,18019,Other synthetic narcotics,T40.4,37,1335621,2.8
Clay County,Indiana,18021,Heroin,T40.1,Suppressed,321034,Suppressed
Clay County,Indiana,18021,Other opioids,T40.2,Suppressed,321034,Suppressed
Clay County,Indiana,18021,Methadone,T40.3,Suppressed,321034,Suppressed
Clay County,Indiana,18021,Other synthetic narcotics,T40.4,Suppressed,321034,Suppressed
Clinton County,Indiana,18023,Heroin,T40.1,Suppressed,395543,Suppressed
Clinton County,Indiana,18023,Other opioids,T40.2,Suppressed,395543,Suppressed
Clinton County,Indiana,18023,Methadone,T40.3,Suppressed,395543,Suppressed
Clinton County,Indiana,18023,Other synthetic narcotics,T40.4,Suppressed,395543,Suppressed
Crawford County,Indiana,18025,Heroin,T40.1,Suppressed,128297,Suppressed
Crawford County,Indiana,18025,Other opioids,T40.2,Suppressed,128297,Suppressed
Crawford County,Indiana,18025,Methadone,T40.3,Suppressed,128297,Suppressed
Crawford County,Indiana,18025,Other synthetic narcotics,T40.4,Suppressed,128297,Suppressed
Daviess County,Indiana,18027,Heroin,T40.1,Suppressed,383321,Suppressed
Daviess County,Indiana,18027,Other opioids,T40.2,Suppressed,383321,Suppressed
Daviess County,Indiana,18027,Methadone,T40.3,10,383321,Unreliable
Daviess County,Indiana,18027,Other synthetic narcotics,T40.4,Suppressed,383321,Suppressed
Dearborn County,Indiana,18029,Heroin,T40.1,38,595729,6.4
Dearborn County,Indiana,18029,Other opioids,T40.2,17,595729,Unreliable
Dearborn County,Indiana,18029,Methadone,T40.3,Suppressed,595729,Suppressed
Dearborn County,Indiana,18029,Other synthetic narcotics,T40.4,35,595729,5.9
Decatur County,Indiana,18031,Heroin,T40.1,Suppressed,312533,Suppressed
Decatur County,Indiana,18031,Other opioids,T40.2,13,312533,Unreliable
Decatur County,Indiana,18031,Methadone,T40.3,Suppressed,312533,Suppressed
Decatur County,Indiana,18031,Other synthetic narcotics,T40.4,Suppressed,312533,Suppressed
De Kalb County,Indiana,18033,Heroin,T40.1,Suppressed,507423,Suppressed
De Kalb County,Indiana,18033,Other opioids,T40.2,Suppressed,507423,Suppressed
De Kalb County,Indiana,18033,Methadone,T40.3,Suppressed,507423,Suppressed
De Kalb County,Indiana,18033,Other synthetic narcotics,T40.4,Suppressed,507423,Suppressed
Delaware County,Indiana,18035,Heroin,T40.1,29,1403944,2.1
Delaware County,Indiana,18035,Other opioids,T40.2,74,1403944,5.3
Delaware County,Indiana,18035,Methadone,T40.3,29,1403944,2.1
Delaware County,Indiana,18035,Other synthetic narcotics,T40.4,37,1403944,2.6
Dubois County,Indiana,18037,Heroin,T40.1,Suppressed,505605,Suppressed
Dubois County,Indiana,18037,Other opioids,T40.2,Suppressed,505605,Suppressed
Dubois County,Indiana,18037,Methadone,T40.3,Suppressed,505605,Suppressed
Dubois County,Indiana,18037,Other synthetic narcotics,T40.4,Suppressed,505605,Suppressed
Elkhart County,Indiana,18039,Heroin,T40.1,34,2397567,1.4
Elkhart County,Indiana,18039,Other opioids,T40.2,23,2397567,1
Elkhart County,Indiana,18039,Methadone,T40.3,34,2397567,1.4
Elkhart County,Indiana,18039,Other synthetic narcotics,T40.4,20,2397567,0.8
Fayette County,Indiana,18041,Heroin,T40.1,11,287446,Unreliable
Fayette County,Indiana,18041,Other opioids,T40.2,11,287446,Unreliable
Fayette County,Indiana,18041,Methadone,T40.3,Suppressed,287446,Suppressed
Fayette County,Indiana,18041,Other synthetic narcotics,T40.4,24,287446,8.3
Floyd County,Indiana,18043,Heroin,T40.1,36,901405,4
Floyd County,Indiana,18043,Other opioids,T40.2,60,901405,6.7
Floyd County,Indiana,18043,Methadone,T40.3,22,901405,2.4
Floyd County,Indiana,18043,Other synthetic narcotics,T40.4,30,901405,3.3
Fountain County,Indiana,18045,Heroin,T40.1,Suppressed,204086,Suppressed
Fountain County,Indiana,18045,Other opioids,T40.2,Suppressed,204086,Suppressed
Fountain County,Indiana,18045,Methadone,T40.3,Suppressed,204086,Suppressed
Fountain County,Indiana,18045,Other synthetic narcotics,T40.4,Suppressed,204086,Suppressed
Franklin County,Indiana,18047,Heroin,T40.1,10,276111,Unreliable
Franklin County,Indiana,18047,Other opioids,T40.2,15,276111,Unreliable
Franklin County,Indiana,18047,Methadone,T40.3,Suppressed,276111,Suppressed
Franklin County,Indiana,18047,Other synthetic narcotics,T40.4,10,276111,Unreliable
Fulton County,Indiana,18049,Heroin,T40.1,Suppressed,246483,Suppressed
Fulton County,Indiana,18049,Other opioids,T40.2,Suppressed,246483,Suppressed
Fulton County,Indiana,18049,Methadone,T40.3,Suppressed,246483,Suppressed
Fulton County,Indiana,18049,Other synthetic narcotics,T40.4,Suppressed,246483,Suppressed
Gibson County,Indiana,18051,Heroin,T40.1,Suppressed,402286,Suppressed
Gibson County,Indiana,18051,Other opioids,T40.2,Suppressed,402286,Suppressed
Gibson County,Indiana,18051,Methadone,T40.3,Suppressed,402286,Suppressed
Gibson County,Indiana,18051,Other synthetic narcotics,T40.4,Suppressed,402286,Suppressed
Grant County,Indiana,18053,Heroin,T40.1,Suppressed,829191,Suppressed
Grant County,Indiana,18053,Other opioids,T40.2,Suppressed,829191,Suppressed
Grant County,Indiana,18053,Methadone,T40.3,Suppressed,829191,Suppressed
Grant County,Indiana,18053,Other synthetic narcotics,T40.4,Suppressed,829191,Suppressed
Greene County,Indiana,18055,Heroin,T40.1,Suppressed,393551,Suppressed
Greene County,Indiana,18055,Other opioids,T40.2,Suppressed,393551,Suppressed
Greene County,Indiana,18055,Methadone,T40.3,Suppressed,393551,Suppressed
Greene County,Indiana,18055,Other synthetic narcotics,T40.4,Suppressed,393551,Suppressed
Hamilton County,Indiana,18057,Heroin,T40.1,43,3425838,1.3
Hamilton County,Indiana,18057,Other opioids,T40.2,28,3425838,0.8
Hamilton County,Indiana,18057,Methadone,T40.3,Suppressed,3425838,Suppressed
Hamilton County,Indiana,18057,Other synthetic narcotics,T40.4,43,3425838,1.3
Hancock County,Indiana,18059,Heroin,T40.1,11,846046,Unreliable
Hancock County,Indiana,18059,Other opioids,T40.2,25,846046,3
Hancock County,Indiana,18059,Methadone,T40.3,Suppressed,846046,Suppressed
Hancock County,Indiana,18059,Other synthetic narcotics,T40.4,15,846046,Unreliable
Harrison County,Indiana,18061,Heroin,T40.1,Suppressed,469282,Suppressed
Harrison County,Indiana,18061,Other opioids,T40.2,15,469282,Unreliable
Harrison County,Indiana,18061,Methadone,T40.3,Suppressed,469282,Suppressed
Harrison County,Indiana,18061,Other synthetic narcotics,T40.4,13,469282,Unreliable
Hendricks County,Indiana,18063,Heroin,T40.1,40,1790554,2.2
Hendricks County,Indiana,18063,Other opioids,T40.2,18,1790554,Unreliable
Hendricks County,Indiana,18063,Methadone,T40.3,Suppressed,1790554,Suppressed
Hendricks County,Indiana,18063,Other synthetic narcotics,T40.4,30,1790554,1.7
Henry County,Indiana,18065,Heroin,T40.1,Suppressed,587222,Suppressed
Henry County,Indiana,18065,Other opioids,T40.2,11,587222,Unreliable
Henry County,Indiana,18065,Methadone,T40.3,Suppressed,587222,Suppressed
Henry County,Indiana,18065,Other synthetic narcotics,T40.4,Suppressed,587222,Suppressed
Howard County,Indiana,18067,Heroin,T40.1,30,995489,3
Howard County,Indiana,18067,Other opioids,T40.2,27,995489,2.7
Howard County,Indiana,18067,Methadone,T40.3,16,995489,Unreliable
Howard County,Indiana,18067,Other synthetic narcotics,T40.4,27,995489,2.7
Huntington County,Indiana,18069,Heroin,T40.1,Suppressed,443683,Suppressed
Huntington County,Indiana,18069,Other opioids,T40.2,Suppressed,443683,Suppressed
Huntington County,Indiana,18069,Methadone,T40.3,Suppressed,443683,Suppressed
Huntington County,Indiana,18069,Other synthetic narcotics,T40.4,Suppressed,443683,Suppressed
Jackson County,Indiana,18071,Heroin,T40.1,Suppressed,514483,Suppressed
Jackson County,Indiana,18071,Other opioids,T40.2,14,514483,Unreliable
Jackson County,Indiana,18071,Methadone,T40.3,Suppressed,514483,Suppressed
Jackson County,Indiana,18071,Other synthetic narcotics,T40.4,13,514483,Unreliable
Jasper County,Indiana,18073,Heroin,T40.1,Suppressed,399310,Suppressed
Jasper County,Indiana,18073,Other opioids,T40.2,Suppressed,399310,Suppressed
Jasper County,Indiana,18073,Methadone,T40.3,Suppressed,399310,Suppressed
Jasper County,Indiana,18073,Other synthetic narcotics,T40.4,Suppressed,399310,Suppressed
Jay County,Indiana,18075,Heroin,T40.1,Suppressed,255560,Suppressed
Jay County,Indiana,18075,Other opioids,T40.2,13,255560,Unreliable
Jay County,Indiana,18075,Methadone,T40.3,Suppressed,255560,Suppressed
Jay County,Indiana,18075,Other synthetic narcotics,T40.4,12,255560,Unreliable
Jefferson County,Indiana,18077,Heroin,T40.1,Suppressed,388677,Suppressed
Jefferson County,Indiana,18077,Other opioids,T40.2,Suppressed,388677,Suppressed
Jefferson County,Indiana,18077,Methadone,T40.3,Suppressed,388677,Suppressed
Jefferson County,Indiana,18077,Other synthetic narcotics,T40.4,Suppressed,388677,Suppressed
Jennings County,Indiana,18079,Heroin,T40.1,Suppressed,338252,Suppressed
Jennings County,Indiana,18079,Other opioids,T40.2,Suppressed,338252,Suppressed
Jennings County,Indiana,18079,Methadone,T40.3,Suppressed,338252,Suppressed
Jennings County,Indiana,18079,Other synthetic narcotics,T40.4,Suppressed,338252,Suppressed
Johnson County,Indiana,18081,Heroin,T40.1,Suppressed,1713048,Suppressed
Johnson County,Indiana,18081,Other opioids,T40.2,17,1713048,Unreliable
Johnson County,Indiana,18081,Methadone,T40.3,Suppressed,1713048,Suppressed
Johnson County,Indiana,18081,Other synthetic narcotics,T40.4,10,1713048,Unreliable
Knox County,Indiana,18083,Heroin,T40.1,Suppressed,457853,Suppressed
Knox County,Indiana,18083,Other opioids,T40.2,Suppressed,457853,Suppressed
Knox County,Indiana,18083,Methadone,T40.3,10,457853,Unreliable
Knox County,Indiana,18083,Other synthetic narcotics,T40.4,Suppressed,457853,Suppressed
Kosciusko County,Indiana,18085,Heroin,T40.1,Suppressed,933292,Suppressed
Kosciusko County,Indiana,18085,Other opioids,T40.2,19,933292,Unreliable
Kosciusko County,Indiana,18085,Methadone,T40.3,Suppressed,933292,Suppressed
Kosciusko County,Indiana,18085,Other synthetic narcotics,T40.4,12,933292,Unreliable
Lagrange County,Indiana,18087,Heroin,T40.1,Suppressed,453529,Suppressed
Lagrange County,Indiana,18087,Other opioids,T40.2,Suppressed,453529,Suppressed
Lagrange County,Indiana,18087,Methadone,T40.3,Suppressed,453529,Suppressed
Lagrange County,Indiana,18087,Other synthetic narcotics,T40.4,Suppressed,453529,Suppressed
Lake County,Indiana,18089,Heroin,T40.1,210,5902319,3.6
Lake County,Indiana,18089,Other opioids,T40.2,100,5902319,1.7
Lake County,Indiana,18089,Methadone,T40.3,13,5902319,Unreliable
Lake County,Indiana,18089,Other synthetic narcotics,T40.4,104,5902319,1.8
La Porte County,Indiana,18091,Heroin,T40.1,28,1330959,2.1
La Porte County,Indiana,18091,Other opioids,T40.2,17,1330959,Unreliable
La Porte County,Indiana,18091,Methadone,T40.3,Suppressed,1330959,Suppressed
La Porte County,Indiana,18091,Other synthetic narcotics,T40.4,Suppressed,1330959,Suppressed
Lawrence County,Indiana,18093,Heroin,T40.1,Suppressed,551470,Suppressed
Lawrence County,Indiana,18093,Other opioids,T40.2,12,551470,Unreliable
Lawrence County,Indiana,18093,Methadone,T40.3,25,551470,4.5
Lawrence County,Indiana,18093,Other synthetic narcotics,T40.4,13,551470,Unreliable
Madison County,Indiana,18095,Heroin,T40.1,29,1567866,1.8
Madison County,Indiana,18095,Other opioids,T40.2,140,1567866,8.9
Madison County,Indiana,18095,Methadone,T40.3,30,1567866,1.9
Madison County,Indiana,18095,Other synthetic narcotics,T40.4,59,1567866,3.8
Marion County,Indiana,18097,Heroin,T40.1,344,10976525,3.1
Marion County,Indiana,18097,Other opioids,T40.2,303,10976525,2.8
Marion County,Indiana,18097,Methadone,T40.3,70,10976525,0.6
Marion County,Indiana,18097,Other synthetic narcotics,T40.4,326,10976525,3
Marshall County,Indiana,18099,Heroin,T40.1,Suppressed,563112,Suppressed
Marshall County,Indiana,18099,Other opioids,T40.2,Suppressed,563112,Suppressed
Marshall County,Indiana,18099,Methadone,T40.3,Suppressed,563112,Suppressed
Marshall County,Indiana,18099,Other synthetic narcotics,T40.4,Suppressed,563112,Suppressed
Martin County,Indiana,18101,Heroin,T40.1,Suppressed,123183,Suppressed
Martin County,Indiana,18101,Other opioids,T40.2,Suppressed,123183,Suppressed
Martin County,Indiana,18101,Methadone,T40.3,Suppressed,123183,Suppressed
Martin County,Indiana,18101,Other synthetic narcotics,T40.4,Suppressed,123183,Suppressed
Miami County,Indiana,18103,Heroin,T40.1,Suppressed,439417,Suppressed
Miami County,Indiana,18103,Other opioids,T40.2,Suppressed,439417,Suppressed
Miami County,Indiana,18103,Methadone,T40.3,Suppressed,439417,Suppressed
Miami County,Indiana,18103,Other synthetic narcotics,T40.4,Suppressed,439417,Suppressed
Monroe County,Indiana,18105,Heroin,T40.1,23,1674996,1.4
Monroe County,Indiana,18105,Other opioids,T40.2,21,1674996,1.3
Monroe County,Indiana,18105,Methadone,T40.3,12,1674996,Unreliable
Monroe County,Indiana,18105,Other synthetic narcotics,T40.4,24,1674996,1.4
Montgomery County,Indiana,18107,Heroin,T40.1,17,458564,Unreliable
Montgomery County,Indiana,18107,Other opioids,T40.2,Suppressed,458564,Suppressed
Montgomery County,Indiana,18107,Methadone,T40.3,Suppressed,458564,Suppressed
Montgomery County,Indiana,18107,Other synthetic narcotics,T40.4,Suppressed,458564,Suppressed
Morgan County,Indiana,18109,Heroin,T40.1,17,830457,Unreliable
Morgan County,Indiana,18109,Other opioids,T40.2,21,830457,2.5
Morgan County,Indiana,18109,Methadone,T40.3,Suppressed,830457,Suppressed
Morgan County,Indiana,18109,Other synthetic narcotics,T40.4,19,830457,Unreliable
Newton County,Indiana,18111,Heroin,T40.1,Suppressed,170009,Suppressed
Newton County,Indiana,18111,Other opioids,T40.2,Suppressed,170009,Suppressed
Newton County,Indiana,18111,Methadone,T40.3,Suppressed,170009,Suppressed
Newton County,Indiana,18111,Other synthetic narcotics,T40.4,Suppressed,170009,Suppressed
Noble County,Indiana,18113,Heroin,T40.1,Suppressed,570706,Suppressed
Noble County,Indiana,18113,Other opioids,T40.2,Suppressed,570706,Suppressed
Noble County,Indiana,18113,Methadone,T40.3,Suppressed,570706,Suppressed
Noble County,Indiana,18113,Other synthetic narcotics,T40.4,Suppressed,570706,Suppressed
Ohio County,Indiana,18115,Heroin,T40.1,Suppressed,72216,Suppressed
Ohio County,Indiana,18115,Other opioids,T40.2,Suppressed,72216,Suppressed
